Name,Comment,Time,Likes,Reply Count
Baring Ave,Ranen Narsey they be lying. Perception is everything to them,2020-07-07T01:55:15Z,4,
TaurenTLT,Numbers donâ€™t lie. Women do. ğŸ¤”,2020-06-29T19:31:17Z,2,0
Nico Gutierrez,"Women love when men  donâ€™t care for them , invest in yourself kings ğŸ‘‘",2020-06-29T19:29:18Z,81,1
Tobi Hashtag,And in cryptos my g xD,2021-02-21T21:21:51Z,1,
Red Black Pill MenğŸ’Š,Aye,2020-06-29T19:28:15Z,0,0
Joshua Travis,"Theyâ€™re cold lol if the guy isnâ€™t cooperative sheâ€™ll lie to another guy to get to close to the guy she does want...lmao itâ€™s not about just dick neither guys, itâ€™s the Dick they actually want and desire",2020-06-29T19:27:42Z,0,0
Christian Calder,I genuinely appreciate Stephiscold.,2020-06-29T19:24:13Z,0,0
Joshua Travis,"Oh another thing the more she donâ€™t lie about her having a husband or something she telling you she want to be your pornstar privately...a dark secret she wonâ€™t even tell herself, thatâ€™s a woman trump card lol",2020-06-29T19:23:50Z,36,4
Joshua Travis,EdIbLe-_-HORSE *out there,2020-06-30T20:10:07Z,0,
Joshua Travis,EdIbLe-_-HORSE and you may â€œTHAT oldâ€ yesssssss ENERGY is that real everyone has someone out that just does for them and itâ€™s indescribable,2020-06-30T20:08:34Z,0,
Joshua Travis,"EdIbLe-_-HORSE A woman can go up to 40 something yrs old and run into a guy who just does it for her , her body uncontrollably around him and thatâ€™s him",2020-06-30T20:04:53Z,0,
Abel Bekele,wym,2020-06-30T15:53:31Z,1,
Mugnym Is World,Iâ€™ve always wondered what a 304 is but I can use mfn context clues so I kinda knew . When he said â€œput it in ya calculator and turn it upside downâ€ I died ğŸ˜‚,2020-06-29T19:21:04Z,74,9
Erik Serrano,hoE,2020-10-08T01:40:07Z,1,
JaYGeE,Chicks put it in my pager back then,2020-07-14T01:58:34Z,0,
Favour Ofoegbu,Hahaha just got it,2020-06-30T07:07:52Z,0,
MTP TA,"I'm dead I can imagine dude turning the calculator upside down an bring ""oohhhhhhhhh""",2020-06-30T02:34:02Z,1,
The Great,"I thought it had something to do with a phone, like how each number got letters lmao",2020-06-30T00:21:01Z,0,
iactuallyhoop,King Staunch search it up,2020-06-29T21:54:46Z,1,
White 9th,I laughed when I found out too ğŸ˜‚,2020-06-29T20:18:11Z,5,
Favour Ofoegbu,Lol I still don't get it yet. Help a brother out,2020-06-29T20:04:08Z,1,
C4Zero,There's this one girl on my IG in her stories keep posting memes about wanting a man who only wants her.  Now that I'm red pilled I automatically know that a guy digging her guts out and he's an alpha with a rotation of women.  If I was still blue pilled I would been white Knighting for her,2020-06-29T19:20:48Z,172,3
Kolby Terrelonge,Always remember that brotha,2020-06-30T14:27:30Z,1,
Dylan Conner,This seems like a dig at this â€œmovementâ€. ğŸ˜‚Love this comment,2020-06-30T04:26:44Z,2,
Dijon Mustard,fams I don't even dig when i'm in the sack. I just sit here and act like she needs to put the heat on or i'm leaving.,2020-06-29T23:51:08Z,13,
Joshua Travis,"Rihanna would always choose Chris Brown over any guy whenever he ready idk if he knows that or not but coming across the page , he would lol the more abrupt the departure is the more she will do anything for you if you let her in AGAIN",2020-06-29T19:20:25Z,0,2
Vic_ V2,She recently broke up with a billionaire as well...,2020-06-29T20:10:31Z,0,
Reel Deal,Joshua Travis also Lebron James. She got a whole crush on him,2020-06-29T19:59:21Z,0,
Hash Brown,All the orbiters needa see this channel,2020-06-29T19:19:28Z,5,0
rKV,"I'm gonna comment before watching the video(I will see it later) but then toxic is not pathetic? Like always worried about what someone is doing? Blaming, discussin? 
So women like that? I thought girls liked a man thats Cold who is not crying and blaming everytime.",2020-06-29T19:17:00Z,0,1
ForcibleSummer44,TILL SHE BUSHHHHHH!!!,2020-06-29T19:15:01Z,0,0
Reliant Norf,"thereâ€™s this girl rn saying that i donâ€™t care about her but she still texting me, this also applies in high school as well",2020-06-29T19:14:57Z,62,1
Ty's SouljaTM,Keep on not caring about her. All we can do is laugh at girls like that,2020-06-29T19:26:05Z,26,
A S,My gggg,2020-06-29T19:14:27Z,1,0
Landi Smith,"I heard ""304"" years ago from AMG (Bitch Better Have My Money). Now, I'm hearing it again. Knowledge ğŸ’¯",2020-06-29T19:14:04Z,8,0
The Evolving One,A chick that kept dming talkin bout pics im like wtf is dis she keep saying im not trying to i said  you going to shoot yo your shot r not she said im not interested you're not my type i said ok  n kept grinding same chick on ig yesterday saying somebody put me onğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ im not even worried nor suprised,2020-06-29T19:12:48Z,0,0
Joshua Travis,That you can always expect them to lie to you I meant,2020-06-29T19:12:36Z,1,2
Jay Harris,ashley jean lmao nah but this shit true been through a lot of this b4,2020-08-25T20:48:12Z,0,
ashley jean,maybe u should date a man instead,2020-06-30T23:21:20Z,0,
Omario,"Dude your thumbnails are fucking with me ğŸ˜‚, you do realise men watch your shit, right my G?",2020-06-29T19:12:21Z,0,0
K- Duce,Damn 366 like in 22 minutes!!!! Dat boi Steph is cold!,2020-06-29T19:12:06Z,2,0
Calvin James Jr.,They love the challenge,2020-06-29T19:11:48Z,21,0
luck Augustin,So woman are naturally inclined to lie to get what they want and it's your job as a man to see through that....,2020-06-29T19:11:05Z,37,1
Gu3ss Wh0,luck Augustin being on Semen Retention will allow you to become the man that will help her feel more comfortable for her to open up to you more. She'll trust you more.,2020-07-01T04:13:10Z,1,
Albert Richard,"304
403
(yelling) HOOOOOOOOOOOOOOOe",2020-06-29T19:10:20Z,0,0
FMC,Gentlemen all those â€œIf your toxic hmuâ€ memes ainâ€™t a joke. They disguising the truth in comedy,2020-06-29T19:10:11Z,436,10
RetroCaye,All good jokes contain true shit - J cole,2020-12-23T18:25:39Z,1,
1ST DEGREE MOBB,ğŸ’¯yes,2020-07-04T07:41:58Z,2,
Zozi,!!!,2020-07-03T06:35:04Z,1,
dgraymayne1017,"Not even comedy bruh, all them memes and shit sad tbh",2020-06-30T05:57:12Z,11,
JOSH 121,Finally someone said itâ€¼,2020-06-29T19:58:22Z,30,
Black,Ain't this the truth,2020-06-29T19:15:07Z,43,
Josh TM,"This man is a father figure for me, so blessed! Stay coldğŸ¥¶ğŸ’™, Stay knowledgeableğŸ”´ğŸ’Š!",2020-06-29T19:09:58Z,1,0
Jerome Williams,Always take a womanâ€™s claims and stories with a grain of salt. They tell the biggest lies. The DMs loaded like she forgot to take out the trash on garbage day. Itâ€™s consistent. The biggest lies are always the most dangerous. Remember that fam,2020-06-29T19:09:17Z,158,5
Madly Better,"@Jerome Williams Well that's ok, these guys put in the work for us.. Not being part of it is a deliverance. They still go for the guy in Navy seal mode. You don't see him but he always ready to be lethal. Keep strong ğŸ’ª",2020-07-01T14:38:41Z,3,
God's_Sun,The small lies they tell are dangerous.,2020-07-01T14:30:16Z,4,
Madly Better,"""The bigger the lie, the more people will believe in it"" ğŸ’¯",2020-07-01T02:43:10Z,4,
Abel Bekele,you dropped this king ğŸ‘‘,2020-06-30T15:52:14Z,11,
Black Route,"Solid video. Something I disagree with is the ""she cheats with the guy she really wants to be in a relationship with"". That is not true in many cases. They cheat for sexual pleasure, out of boredom or just because they know hubby will never find out...saying this out of experience.",2020-06-29T19:09:08Z,57,2
KHALIDisETERNAL,Bro you right. One thing about a woman they are never satisfied. She can have an Alpha digging her out and she'll be like I'm tired of being dug out I need me a medium stick lol,2020-06-30T00:18:11Z,9,
Daniel Day,"I think what he means by that is, if a woman could be in a relationship with a player she would be. But they won't be in a relationship with one because a player isn't likely to stick around because they're players. Therefore women use players for sexual pleasure instead.",2020-06-29T20:31:33Z,15,
GodOfThunder,"Stephiscold, but you know what's colder?









tell me when you know",2020-06-29T19:08:35Z,3,0
J _An,If women really wanted men that other women don't won't there wouldn't be any incels ğŸ¤¦,2020-06-29T19:08:32Z,30,1
Nedum Nwanze,Facts,2020-07-01T00:52:46Z,1,
R VM,"Hence, why women love soap operas...drama shows/movies...reality TV drama....they love DRAMA.",2020-06-29T19:07:01Z,89,3
AlphaDignity,Facts bro,2020-06-30T20:16:16Z,8,
Fattah Om,"Legendary as always 
Appreciate the content fells âœŒğŸ¿ğŸ’¯ğŸ”¥",2020-06-29T19:05:21Z,3,0
Love Noire,Bro changing lives day by day. Love to see it,2020-06-29T19:05:20Z,0,0
Oma,You ain't heard? Steph is Cold!!,2020-06-29T19:05:13Z,0,0
TheGamingAudiophile,Cover Dr. Dreâ€™s wife divorcing him next bro.,2020-06-29T19:05:11Z,35,1
DatBoiSteven,She ran up her bag then dipped,2020-06-30T00:31:20Z,2,
Lawane Davis,Her actions will speak louder than her words.,2020-06-29T19:04:05Z,133,1
Abrye Penez,It always will G. Action always has power over talk!,2020-06-30T16:49:24Z,1,
Mass Raw,True dat!,2020-06-29T19:02:31Z,0,0
Albert Richard,1:41 why? why? why can't i be the mvp of the league? why can't i be the best player of the league?,2020-06-29T19:01:15Z,0,0
Stewart H,Dudes in his 20â€™s and Iâ€™m 36 .... younger guys listen ğŸ‘‚ trust me !! Heâ€™s wiser than me,2020-06-29T19:01:10Z,244,3
Stewart H,Mr. Dawson came from a bad background only realising and been open recently if there are younger men watching this learn from a man thatâ€™s been scorned ! ğŸ‘,2020-06-29T21:22:09Z,14,
Mr. Dawson,He has wisdom beyond his years.,2020-06-29T21:04:56Z,21,
UpNext Lifestyle,My guy with the consistency ğŸ’ªğŸ¾,2020-06-29T19:01:09Z,2,0
CUTON1C,SUB TO THE PATREON !,2020-06-29T19:01:07Z,0,0
C4Zero,Expose them Steph you keeping it ğŸ’¯ I be calling them out they know they have good dudes in their friendzone they won't give the time of day to.,2020-06-29T19:00:47Z,31,3
JOSH 121,Facts bro,2020-06-29T20:00:28Z,1,
The Evolving One,Any thing women say men are doing are aint doing thats really them remember that fellas peace,2020-06-29T19:00:37Z,1,0
Sir Meurtrier,It goes both ways too. A lotta these niggas action donâ€™t match they words. The truth hurts but that shit will boot yo ass to freedom.ğŸ‘,2020-06-29T19:00:26Z,0,0
The Evolving One,Steph you are one of the main brothas that helped me accumulate Knowledge particularly women i want to say thanks man and if any of you brothas want to subscribe to my channel yall come check me out peace,2020-06-29T18:59:33Z,0,0
Jamaican Hardcore tv 5d,Legendary content I watch every single vid .ğŸ‡±ğŸ‡·ğŸ‡±ğŸ‡·ğŸ‡±ğŸ‡·ğŸ‡±ğŸ‡·,2020-06-29T18:59:22Z,4,0
Will Robb,You too damn cold bro,2020-06-29T18:59:21Z,0,0
TaeBeenTrill,100/100 Steph never missğŸ˜¤,2020-06-29T18:58:17Z,0,0
C4Zero,Wait Steph got an E book!?,2020-06-29T18:57:46Z,0,0
John Stamos,"The intro literally have me tearing up.  At 37, I can say I don't need the game.  Just supporting a fellow 'brother'.  I came across the video ""KilltheBeta"" while I was jogging to the gym.  CLASSIC VIDEO!!!
The message was clear and straight to the point.  Plus, it was hilarious the way StephIsCold got on his uncle LOL!!  
But, with all that said, this brother started way before that video (I did my homework), and knowing how far he has come, all the way to dropping a book..... I can't help but to be inspired.  Me, I just want to work, and do my thing.  But for anyone out there looking to really get it, Stephiscold, is surely showing US/YOU the way to do it. I'm so inspired, I have to truly find my purpose and make things greater for myself and kids... Peace G!!!",2020-06-29T18:57:24Z,116,0
Aizen Sesshomaru,Females say they wanna be with Superman but walks past Clark Kent every day,2020-06-29T18:57:08Z,10,2
nsu trey,LEO2001 Batman beta 2ğŸ’€,2020-06-29T21:16:07Z,0,
Ty's SouljaTM,@LEO2001 They love joker 2 lmao,2020-06-29T19:26:38Z,2,
Shadow Band,Steph be calm tho,2020-06-29T18:57:06Z,1,0
Ekay,LesGooo,2020-06-29T18:55:52Z,3,0
TajÃ© Bartley,All factsğŸ™ğŸ¾,2020-06-29T18:55:39Z,0,0
Co_ Jackk,Stephiscold= ğŸ.,2020-06-29T18:55:19Z,0,0
OP,These are some hard facts for men indoctrinated into feminism. Listen to this guys. This is red pill rage phase. Get through it so you can be at peace after.,2020-06-29T18:54:49Z,1,0
Eduardo Diaz,Who else got put on Red Pill knowledge from Steph?,2020-06-29T18:53:50Z,99,7
K A R A B O,@DarkSkin Effect Darius is a G bro.,2020-07-20T18:53:15Z,0,
K A R A B O,@DarkSkin Effect Darius is a G bro.,2020-07-20T18:53:13Z,0,
DarkSkin Effect,I started with Darius M,2020-07-01T17:14:47Z,0,
Bill Jay,Ams too,2020-06-30T14:36:47Z,1,
Rohan Mcnish,Right here bro,2020-06-29T21:53:23Z,3,
Lu   igi,toxicity levels is all women want ğŸ˜ª,2020-06-29T18:53:01Z,181,4
ChaseTheMxney,@Aaliyah Aziz yeah believe it or not Iâ€™m trying this chick out and she does not give the same energyyy as when Iâ€™m laid back and Iâ€™m my masculine frame. teasing her but then showing her love instead of just pure compliments. Itâ€™s crazy.,2020-10-21T14:28:15Z,1,
Aaliyah Aziz,Patrick Morgan ğŸ¤·â€â™‚ï¸,2020-09-06T13:36:04Z,0,
ChaseTheMxney,Aaliyah Aziz pretty much g.,2020-06-30T21:50:17Z,5,
Aaliyah Aziz,All ?,2020-06-30T21:29:13Z,3,
PASSPORT KING - Afi Kingdom,On deck bro....witchuuuuu.Gonna listen while I run this mile real quickğŸ’ªğŸ¾ğŸ’ªğŸ¾ğŸ’ªğŸ¾ğŸ’ªğŸ¾,2020-06-29T18:52:09Z,3,0
Acemulli,The easiest way to attract the female you want is show you are attracted to them then pull back and act like she doesnâ€™t exist. It will drive her crazy if sheâ€™s finds you physically attractive,2020-06-29T18:51:59Z,1261,32
BabyBin love,Coming from a women I donâ€™t fw that shit Fr. He might be telling the truth when it comes we donâ€™t like friendly guys but other than that I like men that give me attention and but at the same time you want a man that has his own life and be on shit too.,2022-09-13T19:10:35Z,0,
Tony Da Man,Thatâ€™s feeding her scraps my G ğŸ˜ŒğŸ’ªğŸ¾,2021-07-29T18:52:39Z,0,
ThatGuyFerny,"@SdK she just wanted attention bro. Literally wanted a texting buddy. Bitch straight up told me â€œ Iâ€™m not looking for anythingâ€¦ I hope this doesnâ€™t change anything though:(â€œ 
I later found out she had a boyfriend 

I cut her off immediately. Keep in mind, and not to brag but Iâ€™m one of the biggest/most ripped dudes in my gym, also Iâ€™m 6ft and Iâ€™m good looking and I dress good.",2021-06-29T20:53:46Z,1,
SdK,@ThatGuyFerny and? Update?,2021-06-29T19:09:45Z,0,
morning glory.,"I swear a guy did that to me and well we didnâ€™t even get in a relationship 
Cuz bitch I pulled back too âœ¨~",2021-04-07T10:12:08Z,0,
Brendan Fogel,Done it and I can say it works,2020-09-21T21:21:01Z,0,
Johann Muster,"YES, it works",2020-08-06T18:07:04Z,0,
N. van H.,"True, it's like poker. Never show all your cards. Once you show her all your cards, it's over. She never shows all her cards.",2020-07-18T09:11:31Z,2,
MarkAnthony perez,@ThatGuyFerny cant pull away if she never wanted you,2020-07-16T00:00:09Z,3,
Vanilla,Fortuna Namputu comedy,2020-07-15T06:02:18Z,0,
I C E,Thats gon make her chase you,2020-07-10T23:46:30Z,0,
Micheal,Women do this shit to me,2020-07-06T01:18:14Z,0,
DutchGamer20,"@ThatGuyFerny you're doing great bud, make her crazy. keep me updated!",2020-07-04T19:09:04Z,0,
Asthereal,naracia ghirga get in the top 10 then. Thatâ€™s on you bro,2020-07-02T10:41:30Z,0,
RTGRISH,TheDarkKnight problem with attractive guys they get second chance but the average looking only got one shot most guys including myself lack game thatâ€™s why Iâ€™m watching his videos,2020-07-01T17:32:40Z,2,
RTGRISH,naracia ghirga true but no money either or status,2020-06-30T17:56:28Z,0,
Brandon Roberts,Thanos Oh that makes sense. Exactly why women give the wrong advice on how to get women. Lol,2020-06-30T17:35:55Z,1,
WhatIn TarNaTioN,I like this,2020-06-30T15:02:45Z,0,
cam wilson,anime boss everything you just said here couldnâ€™t be more far from the truth.,2020-06-30T12:19:01Z,0,
Jermaine Ayivoh,"60% percent of time it works all the time! Joke, THIS WORKS ALL THE FUCKING TIME! Once you figure women out and can read their body language along with correctly interpreting their behaviour, you can even predict their next moves before they even know that they are going to make it. It is like playing 4d chess.",2020-06-30T04:29:27Z,9,
MT100,anime boss this is exactly why I think it doesnâ€™t work. Pulling back works if the girl is acc interested in you,2020-06-30T02:54:22Z,0,
J Beastly,Yoooo,2020-06-30T01:47:11Z,0,
trustfund82,"@anime boss oh damn, you're chick. I thought it was a dude. It explains a lot.",2020-06-30T01:08:05Z,17,
ThatGuyFerny,"Iâ€™m this exact situation man. Last week I approached a girl at the gym, told her â€œIâ€™m gonna be straight up with you, I think youâ€™re cute, would you like to hangout sometime?â€ She said â€œyeahâ€ I gave her my number(something I like to do I give the girl my number) weâ€™ve texted a bit and Iâ€™ve made it clear that Iâ€™m attracted to her. she hasnâ€™t texted back since yesterday evening (no big deal I can handle it) what Iâ€™m gonna do now is exactly what you said, pull away now that I have pushed and see how it works out. Go ahead and leave your thoughts guys Iâ€™m really interested to hear what you have to say",2020-06-30T01:03:25Z,12,
SleeplessInHelsinki,"@anime boss trust me bro. I have tried what you said, you know the ""not complicating thing"".

The thing is if you give your love too easy, chicks will see you as low value and pull back asap. There's no challange for her to overcome. Tell me, if diamonds were as easily available, wouldn't it lose all it's value and nobody would want them. 
..
You really are on Lvl 1 dude. Get redpilled asap!",2020-06-29T23:03:20Z,51,
3DN,Rich Omar says â€œno need to over complicate thingsâ€ then writes a longer message then the original commenter .,2020-06-29T22:25:45Z,34,
Daniel Felipe,",ğŸ’¯ğŸ’¯ğŸ’¯ğŸ’¯ğŸ’¯ period",2020-06-29T21:37:39Z,2,
Dalek C,@anime boss Love your nickname,2020-06-29T21:33:54Z,9,
Fortuna Namputu,"@anime boss You're right, but that's Level 1. He is already on Level 34.",2020-06-29T21:10:35Z,106,
Rich Omar,ğŸ’¯ğŸ’¯ğŸ’¯ğŸ’¯,2020-06-29T20:18:00Z,24,
DJKODINE TV,They love chaos....you have to give her a mental safari of emotions anything outside of that you will be BORING to her .....,2020-06-29T18:51:37Z,34,0
ANGO,Another banger video man keep it up this really helps understand the knowledge of women,2020-06-29T18:51:25Z,0,0
Ogtharula,I think cause they fine that shit thrilling,2020-06-29T18:51:24Z,0,0
DONTWANTJUICE,Steph where u been at on the Patreon bro I need daily red pill dosage,2020-06-29T18:51:21Z,0,1
StephIsCold,I uploaded 2 vids yesterday my bad G,2020-06-29T19:00:55Z,0,
D- Pengx,First in the comment sir ....toxic boys for life #TB4L !!!,2020-06-29T18:51:21Z,2,1
Gold,Hoodville,2020-06-29T20:42:57Z,0,
Djb2x,Cold fucking game G ğŸ’¯,2020-06-29T18:51:15Z,0,0
Antwan Darelle Fenton a.k.a Fantom,ğŸ˜ƒğŸ‡¬ğŸ‡§,2020-06-29T18:51:15Z,0,0
ã‚·mike,if it wasnâ€™t for stephiscold idk where i would be mentally appreciate the knowledge bro ğŸ’¯ğŸ™ŒğŸ½,2020-06-29T18:51:09Z,988,21
The Conscious movement,If it wasn't for steph i would be mentally and emotionally sick,2022-03-27T01:43:41Z,0,
Reda Pill,@Death rager tom leykis first,2021-08-16T00:59:40Z,1,
JaJa2x,If it wasnâ€™t for god you donâ€™t know where would you be my brother ğŸ’¯... god sent him to us to educate the youth ... god bless my brother ğŸ™ğŸ’¯,2021-05-16T01:18:37Z,0,
Rare_Ayk,Word!,2021-02-28T12:17:37Z,0,
Kucci Mane,on gawd,2020-10-01T22:49:13Z,1,
Anna St.,Ayye,2020-09-25T14:33:20Z,0,
Montgomery Travis,relatable,2020-09-18T01:43:29Z,0,
Robert Newell,wang .john He wouldâ€™ve been now if it wasnâ€™t for StephIsCold ğŸ˜‚,2020-07-18T23:03:30Z,0,
ASAP Clody,Forreal for us niggas without male figures to talk to us. This is a life saver,2020-07-01T12:19:51Z,2,
Nagato,True but I bet a lot of ppl already kno this lol itâ€™s common sense... I learned my lessons with females... itâ€™s funny cuzz the shii he telling yâ€™all really true if yâ€™all think he Lyin trust me ğŸ¥±,2020-06-30T23:28:12Z,3,
ChaseTheMxney,He clean frfr. His is more related to my situations,2020-06-30T21:53:28Z,0,
Death rager,patrice o neal. thats also where these dudes get their inspiration from.,2020-06-30T16:42:19Z,2,
Jeremy Baret,JoelWTF same g,2020-06-30T14:58:39Z,2,
YoJoel,"Facts bro , the beta mindset would have taken over me by now if I havenâ€™t ran into steph!ğŸ",2020-06-30T14:02:53Z,9,
Chiang Wang,Stop simping,2020-06-30T10:28:56Z,9,
Sisanda Sikhakhane,You can say that AGAIN!!!,2020-06-30T09:43:51Z,2,
Willie Beaman,We all can say that. This man has been a true life saver.,2020-06-29T21:46:26Z,19,
Pro Touch,"We all had our days g, itâ€™s only growth after understanding âœŠğŸ¾",2020-06-29T20:37:56Z,38,
Hassan Abdi,Steph dropping gems like alwaysğŸ’ğŸ˜Œ,2020-06-29T18:51:04Z,4,0
Julien Santiago,Noti gang,2020-06-29T18:50:48Z,1,0
,â„ï¸,2020-06-29T18:50:43Z,14,0
GÃ¶u,Whatâ€™s the instrumental steph,2020-06-29T18:50:40Z,6,5
Bro Life,@ICECOLD ğŸ˜†,2020-06-29T22:07:44Z,0,
GÃ¶u,Bro Life ya I couldnt,2020-06-29T21:59:11Z,0,
Bro Life,"I couldn't find it either, the way Steph type it",2020-06-29T21:57:56Z,0,
GÃ¶u,StephIsCold thanks bro,2020-06-29T18:53:59Z,0,
StephIsCold,Type in the SoundCloud app â€œ9//9//9,2020-06-29T18:51:33Z,3,
hope Young,Watching from Nigeria,2020-06-29T18:50:36Z,20,4
Jay Harris,MadeBy 20 red pill universal remember tht,2020-08-25T20:45:39Z,0,
kaisertooblown,@Wheeler King which one,2020-07-08T11:18:38Z,0,
Wheeler King,watching from Rhodesia,2020-06-29T23:06:00Z,0,
Tunde Akinrinmade,what are naija girls like.,2020-06-29T20:12:43Z,4,
OB Jackson,All facts bro...mugs needs to wake TF upğŸ’ªğŸ¾ğŸ”Šâ€¼ï¸You preaching famâ€¼ï¸,2020-06-29T18:50:34Z,1,0
Jerome Taylor,Because they cray,2020-06-29T18:50:29Z,17,0
TSoCozy,yurdd inspired me to make my first motivational video || self improvement,2020-06-29T18:50:26Z,2,0
Ruman Live,Actions speak louder than words ğŸ’¯ğŸ‘€,2020-06-29T18:50:23Z,28,0
van powers,you the goat stephğŸ’ªğŸ¾ğŸ’¯,2020-06-29T18:50:23Z,6,0
Josiah Smaw,Just finished reading the EBookğŸ’¯ğŸ’¯,2020-06-29T18:50:22Z,24,1
Becoming The 1,ğŸ¥¶ Iâ€™m ready to take this life long journey. Things will happen but Iâ€™m prepared and this red pill knowledge will be applied to,2020-07-05T06:01:37Z,0,
The Sigma Male,Truth is what what we seek.,2020-06-29T18:50:18Z,16,0
Ravioli Hands,Peace king!!!!ğŸ’¯ğŸ’¯,2020-06-29T18:50:15Z,1,0
Grade.a_24.7,First,2020-06-29T18:50:14Z,1,0
KashKount_ UV,Early gang ğŸ¤ŸğŸ»,2020-06-29T18:50:12Z,4,0
Donald Trumpp,Steph is cold ğŸ‘ğŸ‘„ğŸ‘,2020-06-29T18:50:09Z,1,0
Hassan X,1st of many views,2020-06-29T18:50:08Z,3,0
Ion think I got one,First g,2020-06-29T18:49:58Z,4,0
